tinh,huyen,xa,m9c8,m9c9a,m9c9b,m9c9c,m9c10,m9c11
715,09,11,4,1,2.0,0.0,1.0,38.0
715,09,21,1,1,6.0,2.0,1.0,15.0
715,09,21,7,1,6.0,2.0,1.0,10.0
715,09,21,8,1,6.0,2.0,2.0,
715,09,23,1,2,8.0,0.0,1.0,1.0
715,09,23,9,8,6.0,0.0,,
715,11,03,1,1,3.0,8.0,1.0,1.5
715,11,03,4,1,3.0,8.0,1.0,0.5
715,11,03,6,8,0.0,,,0.5
715,11,03,7,8,0.0,,,0.5
715,11,03,8,8,0.0,,,
715,11,13,3,1,3.0,5.0,1.0,23.0
715,11,13,4,1,3.0,5.0,1.0,23.0
715,11,13,6,1,3.0,5.0,1.0,1.0
715,11,13,7,1,3.0,5.0,1.0,3.0
715,11,13,8,1,3.0,5.0,1.0,
715,11,21,1,6,7.0,8.0,,1.0
715,11,21,6,8,6.0,2.0,1.0,0.5
715,11,21,8,8,6.0,2.0,2.0,
715,13,05,1,1,2.0,0.0,2.0,2.0
715,13,05,4,1,8.0,0.0,1.0,2.0
715,13,05,6,1,2.0,8.0,1.0,1.0
715,13,05,7,2,1.0,0.0,1.0,1.0
715,13,05,8,2,3.0,7.0,9.0,
715,13,11,1,1,4.0,8.0,1.0,20.0
715,13,11,2,1,4.0,8.0,1.0,70.0
715,13,11,3,1,2.0,6.0,2.0,32.0
715,13,11,6,1,4.0,8.0,1.0,2.0
715,13,11,7,1,2.0,8.0,1.0,1.0
715,13,11,8,2,3.0,5.0,2.0,
715,13,17,1,2,1.0,0.0,1.0,7.0
715,13,17,2,1,2.0,0.0,2.0,7.0
715,13,17,3,2,0.0,,1.0,7.0
715,13,17,6,2,0.0,,1.0,2.0
715,13,17,8,7,0.0,,,
715,15,05,1,2,1.0,8.0,1.0,7.0
715,15,05,3,2,1.0,8.0,2.0,0.0
715,15,05,4,2,1.0,6.0,1.0,2.0
715,15,05,5,2,1.0,7.0,1.0,2.0
715,15,05,6,2,5.0,6.0,1.0,0.5
715,15,05,8,3,7.0,6.0,,
715,15,11,1,2,1.0,0.0,1.0,15.0
715,15,11,3,1,2.0,3.0,1.0,1.0
715,15,11,4,1,6.0,3.0,1.0,1.0
715,15,11,5,1,2.0,8.0,1.0,1.0
715,15,11,6,1,2.0,6.0,1.0,0.5
715,15,11,7,1,2.0,5.0,1.0,1.0
715,15,11,8,1,2.0,8.0,1.0,
715,15,21,1,1,2.0,3.0,1.0,4.0
715,15,21,3,2,3.0,0.0,1.0,0.5
715,15,21,4,2,0.0,,1.0,0.5
715,15,21,5,7,0.0,,,0.5
715,15,21,6,1,2.0,6.0,1.0,0.5
715,15,21,7,1,0.0,,1.0,0.5
715,15,21,8,8,4.0,0.0,,
717,03,13,1,1,2.0,8.0,1.0,3.0
717,03,13,2,1,2.0,8.0,2.0,7.0
717,03,13,3,1,2.0,8.0,1.0,7.0
717,03,13,6,1,2.0,8.0,1.0,1.0
717,03,13,7,1,2.0,8.0,1.0,1.0
717,05,03,1,1,0.0,,1.0,5.0
717,05,03,4,1,0.0,,1.0,5.0
717,05,03,8,1,0.0,,1.0,
717,05,05,1,1,8.0,0.0,2.0,2.0
717,05,05,3,1,8.0,0.0,2.0,2.0
717,05,05,4,1,8.0,0.0,2.0,2.0
717,05,05,5,1,8.0,0.0,2.0,2.0
717,05,05,6,1,8.0,0.0,2.0,2.0
717,05,05,8,1,8.0,0.0,2.0,
717,05,07,1,1,0.0,,1.0,3.0
717,05,07,3,1,0.0,,1.0,11.0
717,05,07,4,8,1.0,7.0,1.0,11.0
717,05,07,6,8,3.0,6.0,,4.0
717,05,07,8,8,6.0,7.0,,
717,05,13,1,1,3.0,5.0,1.0,22.0
717,05,13,3,3,0.0,,,22.0
717,05,13,6,8,0.0,,,0.5
717,05,13,8,8,0.0,,,
717,05,17,1,1,2.0,8.0,1.0,1.0
717,05,17,4,1,2.0,8.0,1.0,4.0
717,05,17,8,1,2.0,8.0,1.0,
717,05,23,1,2,6.0,8.0,1.0,10.0
717,05,23,2,2,6.0,8.0,1.0,12.0
717,05,23,3,2,6.0,5.0,1.0,12.0
717,05,23,6,2,8.0,6.0,1.0,4.0
717,05,23,8,2,8.0,6.0,1.0,
717,07,03,1,8,0.0,,,8.0
717,07,03,9,8,0.0,,,0.0
717,07,07,1,1,9.0,0.0,1.0,10.0
717,07,07,3,1,9.0,0.0,1.0,10.0
717,07,07,4,2,9.0,0.0,2.0,10.0
717,07,11,1,1,0.0,,1.0,5.0
717,07,11,3,1,0.0,,1.0,5.0
717,07,11,6,1,0.0,,1.0,5.0
717,07,17,1,1,6.0,7.0,1.0,0.5
717,07,17,5,1,6.0,7.0,1.0,0.5
717,07,19,1,1,2.0,0.0,1.0,10.0
717,07,19,4,1,2.0,0.0,1.0,10.0
717,07,19,8,1,2.0,0.0,1.0,
717,07,23,1,1,0.0,,1.0,0.3
717,07,23,5,2,0.0,,1.0,-1.0
717,07,23,6,1,2.0,0.0,1.0,-1.0
717,07,23,7,2,0.0,,1.0,-1.0
717,09,03,1,1,3.0,2.0,2.0,10.0
717,09,03,3,1,3.0,2.0,2.0,0.0
717,09,03,4,1,4.0,2.0,2.0,0.0
717,09,03,6,1,8.0,2.0,2.0,0.0
717,09,03,8,3,2.0,8.0,2.0,
717,09,05,1,2,1.0,5.0,2.0,6.0
717,09,05,4,1,0.0,,2.0,1.0
717,09,05,6,1,7.0,0.0,2.0,1.0
717,09,05,8,7,0.0,,,
717,09,07,1,2,0.0,,2.0,0.0
717,09,07,4,5,0.0,,,0.0
717,09,07,6,2,0.0,,2.0,0.0
717,09,09,1,3,2.0,1.0,2.0,10.0
717,09,09,3,1,3.0,2.0,2.0,4.0
717,09,09,4,1,4.0,2.0,2.0,0.0
717,11,11,1,1,5.0,2.0,1.0,1.5
717,11,11,3,1,0.0,,1.0,2.0
717,11,11,6,1,8.0,2.0,2.0,1.0
717,11,11,8,8,0.0,,,
717,11,13,1,1,8.0,2.0,1.0,8.0
717,11,13,7,1,0.0,,1.0,3.0
717,11,13,8,1,8.0,2.0,1.0,
717,11,15,1,1,2.0,0.0,2.0,5.0
717,11,15,4,1,2.0,0.0,2.0,5.0
717,11,15,6,1,2.0,0.0,2.0,5.0
717,11,23,1,2,0.0,,1.0,15.0
801,01,11,1,1,6.0,8.0,1.0,3.5
801,01,11,2,1,6.0,8.0,1.0,2.5
801,03,08,1,2,1.0,0.0,1.0,22.0
801,03,08,3,2,0.0,,1.0,22.0
801,03,08,4,2,0.0,,1.0,22.0
801,03,08,6,2,0.0,,1.0,22.0
801,05,03,1,2,3.0,1.0,1.0,6.0
801,05,03,6,2,0.0,,1.0,0.5
801,05,03,7,2,0.0,,1.0,0.5
801,05,03,8,2,0.0,,1.0,
801,05,17,1,2,3.0,8.0,1.0,11.0
801,05,17,7,2,0.0,,1.0,2.0
801,05,17,9,2,3.0,4.0,1.0,
801,07,11,1,2,3.0,8.0,1.0,7.0
801,07,11,3,2,3.0,8.0,1.0,7.0
801,07,11,6,2,3.0,8.0,1.0,7.0
801,07,11,8,8,2.0,3.0,1.0,
801,09,11,1,2,3.0,8.0,1.0,12.0
801,09,11,3,2,3.0,8.0,1.0,19.0
801,09,11,6,2,3.0,8.0,1.0,0.5
801,09,11,9,6,2.0,0.0,1.0,
801,11,09,1,2,4.0,3.0,1.0,21.0
801,11,09,2,2,4.0,3.0,1.0,25.0
801,11,09,3,2,4.0,3.0,1.0,21.0
801,11,09,4,2,1.0,3.0,1.0,21.0
801,11,09,6,2,4.0,3.0,1.0,1.0
801,11,09,7,2,4.0,3.0,1.0,1.0
801,11,09,8,2,4.0,3.0,1.0,
801,13,15,1,2,3.0,5.0,1.0,10.0
801,13,15,6,2,3.0,5.0,1.0,10.0
801,15,09,1,2,0.0,,1.0,5.0
801,15,09,6,2,0.0,,1.0,-1.0
801,15,09,8,2,7.0,0.0,1.0,
801,15,15,1,2,0.0,,1.0,5.0
801,15,15,6,2,7.0,0.0,1.0,-1.0
801,15,15,8,2,7.0,0.0,1.0,
801,15,33,1,2,3.0,4.0,2.0,1.0
801,15,33,2,2,0.0,,2.0,1.0
801,15,33,6,2,7.0,0.0,2.0,0.0
801,15,33,8,2,7.0,0.0,2.0,
801,17,13,1,2,1.0,0.0,1.0,8.0
801,17,13,3,2,0.0,,1.0,1.0
801,17,13,4,2,0.0,,2.0,1.0
801,17,13,5,1,2.0,0.0,1.0,0.5
801,17,13,6,8,0.0,,,1.0
801,17,27,1,3,4.0,8.0,,3.0
801,17,27,3,2,1.0,0.0,2.0,0.5
801,17,27,6,2,0.0,,2.0,1.0
801,19,13,1,1,2.0,0.0,1.0,7.0
801,19,13,3,1,2.0,0.0,2.0,7.0
801,19,13,6,1,2.0,0.0,2.0,0.0
801,19,13,8,2,0.0,,2.0,
801,19,21,1,2,1.0,3.0,2.0,4.0
801,19,21,3,2,1.0,3.0,1.0,4.0
801,19,21,6,8,0.0,,,1.0
801,19,21,8,2,1.0,3.0,1.0,
801,21,07,1,1,0.0,,1.0,4.0
801,21,07,3,1,0.0,,1.0,4.0
801,21,07,4,1,0.0,,1.0,4.0
801,21,07,8,1,0.0,,1.0,
801,21,15,1,2,0.0,,1.0,7.0
801,21,15,3,2,0.0,,1.0,7.0
801,21,15,4,2,0.0,,1.0,7.0
801,21,15,6,2,0.0,,1.0,-1.0
801,21,15,7,2,0.0,,1.0,-1.0
801,21,15,8,2,0.0,,1.0,
801,21,21,1,2,0.0,,2.0,5.0
801,21,21,3,2,0.0,,2.0,4.0
801,21,21,6,2,0.0,,2.0,0.0
801,21,21,8,2,0.0,,2.0,
801,23,11,1,2,1.0,3.0,1.0,7.0
801,23,11,3,2,1.0,4.0,1.0,0.5
801,23,11,8,2,1.0,5.0,2.0,
801,25,07,1,3,0.0,,,6.0
801,25,07,2,2,0.0,,1.0,5.0
801,25,07,3,2,0.0,,2.0,5.0
801,25,07,4,2,0.0,,1.0,14.0
801,25,07,6,2,0.0,,1.0,5.0
801,25,07,8,2,0.0,,1.0,
801,25,13,1,1,2.0,3.0,1.0,7.0
801,25,13,3,2,3.0,0.0,1.0,10.0
801,25,13,6,2,3.0,0.0,1.0,-1.0
801,25,13,8,2,3.0,0.0,1.0,
801,25,19,1,2,3.0,6.0,2.0,5.0
801,25,19,2,2,3.0,0.0,2.0,5.0
801,25,25,1,2,8.0,3.0,2.0,5.0
801,25,25,2,2,1.0,3.0,2.0,6.0
801,25,25,3,2,6.0,3.0,1.0,6.0
801,25,31,1,2,3.0,8.0,1.0,14.0
801,25,31,2,2,3.0,0.0,1.0,14.0
801,25,31,4,2,3.0,0.0,1.0,14.0
801,25,31,7,2,3.0,0.0,1.0,5.0
801,27,03,1,2,3.0,5.0,2.0,20.0
801,27,09,1,1,3.0,0.0,1.0,5.0
801,27,09,3,1,3.0,0.0,1.0,3.0
801,27,09,6,2,1.0,0.0,1.0,1.0
801,27,09,7,2,1.0,0.0,1.0,1.0
801,27,09,8,2,1.0,0.0,1.0,
801,27,17,1,2,0.0,,1.0,3.0
801,27,17,3,2,8.0,0.0,2.0,3.0
801,27,17,4,2,0.0,,2.0,3.0
801,27,17,6,2,8.0,0.0,1.0,1.0
803,01,21,1,1,0.0,,1.0,5.0
803,01,21,3,1,0.0,,1.0,3.0
803,01,21,4,8,0.0,,,1.0
803,03,09,1,2,0.0,,1.0,15.0
803,03,09,5,2,0.0,,1.0,2.0
803,03,09,6,2,0.0,,1.0,1.0
803,03,09,8,2,0.0,,1.0,
803,05,05,1,2,0.0,,1.0,13.0
803,05,05,3,1,0.0,,1.0,12.0
803,05,05,4,1,0.0,,1.0,12.0
803,05,05,5,1,0.0,,1.0,13.0
803,05,05,6,8,0.0,,,0.0
803,05,05,8,8,0.0,,,
803,05,11,1,1,2.0,4.0,1.0,8.0
803,05,11,3,1,2.0,4.0,1.0,8.0
803,05,11,4,7,8.0,5.0,,8.0
803,05,11,8,7,8.0,5.0,,
803,07,03,1,2,6.0,0.0,1.0,5.0
803,07,03,3,2,6.0,0.0,1.0,5.0
803,07,03,4,2,0.0,,1.0,1.5
803,07,03,6,2,6.0,8.0,1.0,1.5
803,07,03,7,2,8.0,0.0,1.0,1.5
803,07,03,8,1,6.0,8.0,1.0,
803,07,05,1,2,3.0,6.0,1.0,2.0
803,07,05,2,2,3.0,1.0,1.0,2.0
803,07,05,3,2,3.0,6.0,1.0,2.0
803,07,05,4,2,3.0,6.0,1.0,5.0
803,07,05,6,2,3.0,6.0,1.0,5.0
803,07,05,8,2,3.0,6.0,1.0,
803,07,05,9,2,9.0,0.0,1.0,
803,07,09,1,2,1.0,3.0,1.0,12.0
803,07,09,6,2,1.0,3.0,1.0,0.3
803,07,09,8,3,2.0,0.0,2.0,
803,07,11,1,2,3.0,4.0,1.0,10.0
803,07,11,3,2,3.0,4.0,1.0,10.0
803,07,11,4,2,3.0,4.0,1.0,10.0
803,07,11,5,2,3.0,4.0,1.0,5.0
803,07,11,6,2,3.0,4.0,1.0,5.0
803,07,11,8,2,3.0,4.0,1.0,
803,07,13,1,2,1.0,5.0,1.0,1.0
803,07,13,6,2,1.0,5.0,1.0,0.1
803,07,13,7,2,1.0,5.0,1.0,0.1
803,07,13,8,2,1.0,5.0,1.0,
803,07,15,1,1,2.0,0.0,1.0,13.0
803,07,27,1,2,1.0,3.0,1.0,8.0
803,07,27,6,2,1.0,3.0,1.0,0.2
803,07,27,8,2,1.0,3.0,1.0,
803,07,29,1,2,3.0,5.0,1.0,4.0
803,07,29,6,2,3.0,5.0,1.0,4.0
803,09,07,1,2,8.0,0.0,1.0,40.0
803,09,07,3,2,8.0,0.0,2.0,7.0
803,09,07,6,2,8.0,0.0,1.0,2.0
803,09,07,8,2,8.0,0.0,1.0,
803,09,13,1,1,2.0,8.0,1.0,53.0
803,09,13,4,2,8.0,5.0,1.0,1.0
803,09,13,6,2,7.0,8.0,2.0,1.0
803,09,13,8,8,7.0,2.0,2.0,
803,09,21,1,2,3.0,1.0,1.0,12.0
803,09,21,3,2,3.0,5.0,1.0,30.0
803,09,21,6,5,8.0,0.0,,1.0
803,09,21,8,8,7.0,2.0,2.0,
803,11,07,1,1,2.0,3.0,1.0,22.0
803,11,07,4,1,0.0,,1.0,23.0
803,11,07,6,2,0.0,,1.0,1.0
803,11,07,7,2,0.0,,1.0,1.0
803,11,07,8,2,0.0,,1.0,
803,11,11,1,2,1.0,0.0,1.0,15.0
803,11,11,3,2,1.0,0.0,1.0,15.0
803,11,11,4,2,0.0,,1.0,15.0
803,11,11,6,2,8.0,0.0,1.0,0.5
803,11,11,7,2,0.0,,1.0,0.5
803,11,11,8,8,0.0,,,
803,11,15,1,2,1.0,4.0,1.0,17.0
803,11,15,4,2,0.0,,1.0,17.0
803,11,15,6,2,0.0,,1.0,1.0
803,11,15,7,2,0.0,,1.0,1.0
803,11,15,8,2,0.0,,1.0,
803,11,19,1,1,2.0,0.0,1.0,25.0
803,11,19,3,1,2.0,0.0,1.0,25.0
803,11,19,4,2,0.0,,1.0,25.0
803,11,19,6,2,8.0,0.0,1.0,0.1
803,11,19,7,2,1.0,0.0,1.0,0.2
803,11,19,8,8,2.0,1.0,1.0,
803,11,23,1,1,2.0,3.0,1.0,22.0
803,11,23,4,1,0.0,,1.0,23.0
803,11,23,6,2,0.0,,1.0,1.0
803,11,23,7,2,0.0,,1.0,1.0
803,11,23,8,2,0.0,,1.0,
803,13,03,1,2,1.0,0.0,1.0,24.0
803,13,03,6,1,3.0,0.0,1.0,0.0
803,13,03,8,2,5.0,0.0,1.0,
803,13,07,1,1,2.0,3.0,1.0,8.0
803,13,13,1,1,3.0,8.0,1.0,4.0
803,13,17,1,2,1.0,0.0,1.0,17.0
803,13,17,6,1,3.0,0.0,2.0,5.0
803,13,17,8,2,5.0,0.0,2.0,
803,15,07,1,2,3.0,1.0,1.0,2.0
803,15,07,4,3,2.0,6.0,2.0,26.0
803,15,07,6,8,5.0,3.0,,1.0
803,15,07,7,5,8.0,0.0,,1.0
803,15,07,8,8,5.0,3.0,,
803,15,13,1,1,2.0,3.0,1.0,21.0
803,15,13,3,5,3.0,8.0,,7.0
803,15,13,4,3,9.0,6.0,,20.0
803,15,13,6,8,5.0,3.0,,1.0
803,15,13,7,5,2.0,8.0,2.0,2.0
803,15,13,8,3,5.0,8.0,,
803,15,19,1,1,2.0,4.0,2.0,9.0
803,15,19,3,2,3.0,8.0,1.0,10.0
803,15,19,4,3,9.0,2.0,2.0,9.0
803,15,19,6,8,5.0,3.0,,1.0
803,15,19,7,5,0.0,,,4.0
803,15,19,8,8,5.0,2.0,1.0,
803,15,19,9,9,0.0,,,0.0
803,15,23,1,2,1.0,0.0,1.0,8.0
803,15,23,3,2,1.0,0.0,1.0,8.0
803,15,27,1,2,1.0,0.0,2.0,20.0
803,15,27,3,5,8.0,3.0,,1.0
803,15,27,4,3,9.0,6.0,,20.0
803,15,27,6,8,5.0,3.0,,1.0
803,15,27,7,5,3.0,8.0,,2.0
803,15,27,8,8,5.0,3.0,,
803,15,33,1,1,2.0,0.0,1.0,7.0
803,15,33,2,1,2.0,0.0,1.0,8.0
803,15,33,3,1,2.0,0.0,1.0,8.0
803,15,33,4,1,2.0,0.0,2.0,8.0
803,17,03,1,1,0.0,,1.0,0.5
803,17,03,3,2,0.0,,1.0,0.5
803,17,03,6,5,6.0,0.0,,0.5
803,17,05,1,1,2.0,5.0,1.0,8.0
803,17,05,3,1,2.0,3.0,1.0,4.0
803,17,05,4,1,2.0,7.0,1.0,4.0
803,17,05,5,1,2.0,6.0,1.0,4.0
803,17,05,6,1,2.0,8.0,1.0,4.0
803,17,05,8,1,2.0,8.0,1.0,
803,17,09,1,1,2.0,3.0,1.0,12.0
803,17,09,3,1,2.0,0.0,1.0,4.0
803,17,09,6,1,0.0,,1.0,2.0
803,17,09,8,8,5.0,2.0,1.0,
803,17,13,1,1,2.0,3.0,1.0,12.0
803,17,13,4,1,2.0,3.0,1.0,3.0
803,17,13,5,2,1.0,3.0,1.0,1.5
803,17,13,6,3,4.0,2.0,2.0,2.0
803,17,13,8,8,5.0,2.0,2.0,
803,17,19,1,1,2.0,3.0,1.0,10.0
803,17,19,4,1,2.0,3.0,1.0,2.0
803,17,19,5,2,1.0,3.0,1.0,2.0
803,17,19,6,3,4.0,2.0,1.0,2.0
803,17,19,8,8,5.0,3.0,,
803,17,23,1,1,2.0,8.0,1.0,6.0
803,17,23,4,1,2.0,8.0,1.0,6.0
803,17,23,5,1,2.0,8.0,1.0,6.0
803,17,23,6,1,2.0,8.0,1.0,6.0
803,17,23,8,1,2.0,8.0,1.0,
803,19,05,1,2,0.0,,2.0,7.0
803,19,05,3,2,0.0,,2.0,0.5
803,19,05,4,2,0.0,,2.0,7.0
803,19,05,6,2,0.0,,2.0,0.5
803,19,05,8,2,0.0,,2.0,
803,19,11,1,2,0.0,,1.0,20.0
803,19,11,3,2,0.0,,1.0,7.0
803,19,11,4,6,0.0,,,7.0
803,19,11,6,2,0.0,,1.0,0.0
803,19,11,8,2,0.0,,1.0,
803,19,13,1,3,0.0,,,23.0
803,19,13,3,2,0.0,,1.0,10.0
803,19,13,4,2,0.0,,1.0,10.0
803,19,13,8,2,0.0,,1.0,
803,19,19,1,2,0.0,,1.0,29.0
803,19,19,3,2,0.0,,1.0,7.0
803,19,19,4,6,0.0,,,17.0
803,19,19,8,2,0.0,,2.0,
803,19,23,1,2,0.0,,2.0,30.0
803,19,23,3,2,0.0,,1.0,1.0
803,19,23,4,2,0.0,,1.0,0.0
803,19,23,6,2,0.0,,1.0,1.0
803,19,23,8,2,0.0,,1.0,
803,21,05,1,2,1.0,3.0,1.0,20.0
803,21,05,4,6,7.0,8.0,,15.0
803,21,05,8,3,5.0,8.0,,
803,21,09,1,1,2.0,3.0,1.0,7.0
803,21,09,4,6,8.0,7.0,,5.0
803,21,09,8,2,1.0,3.0,1.0,
803,21,13,1,2,1.0,3.0,1.0,3.0
803,21,13,6,6,7.0,8.0,,0.0
803,21,13,8,2,1.0,3.0,1.0,
803,21,17,1,1,2.0,3.0,1.0,15.0
803,21,17,4,6,7.0,8.0,,8.0
803,21,17,8,2,3.0,1.0,1.0,
805,01,17,1,1,2.0,0.0,1.0,7.0
805,01,17,3,1,2.0,0.0,1.0,7.0
805,01,17,6,1,9.0,0.0,1.0,0.5
805,01,17,8,8,9.0,0.0,,
805,01,19,1,2,5.0,0.0,1.0,7.0
805,01,19,3,2,5.0,0.0,1.0,7.0
805,05,03,1,2,0.0,,2.0,18.0
805,05,03,3,2,0.0,,1.0,18.0
805,05,03,6,7,8.0,0.0,,1.0
805,05,03,8,7,8.0,0.0,,
805,05,07,1,1,0.0,,1.0,15.0
805,05,07,3,1,0.0,,1.0,15.0
805,05,07,8,7,8.0,0.0,,
805,05,11,1,2,0.0,,9.0,-1.0
805,05,11,3,2,0.0,,1.0,15.0
805,05,11,6,2,0.0,,1.0,1.0
805,05,11,7,2,0.0,,1.0,1.0
805,05,17,3,2,0.0,,1.0,3.0
805,05,17,6,2,0.0,,1.0,0.0
805,05,17,8,7,0.0,,,
805,05,23,1,1,2.0,0.0,1.0,6.0
805,05,23,3,2,1.0,0.0,1.0,6.0
805,07,05,1,2,1.0,0.0,1.0,18.0
805,07,05,2,2,3.0,0.0,1.0,18.0
805,07,05,3,2,5.0,0.0,1.0,18.0
805,07,05,6,2,3.0,5.0,1.0,0.0
805,07,05,8,2,7.0,3.0,1.0,
805,07,09,1,2,3.0,5.0,1.0,5.0
805,07,09,3,2,5.0,4.0,2.0,5.0
805,07,09,6,2,8.0,0.0,2.0,5.0
805,07,09,8,2,8.0,0.0,2.0,
805,07,13,1,2,3.0,4.0,1.0,5.0
805,07,13,3,2,0.0,,1.0,5.0
805,07,13,4,2,9.0,0.0,2.0,3.0
805,07,13,6,2,0.0,,2.0,0.1
805,07,19,1,2,3.0,0.0,1.0,10.0
805,07,19,2,2,3.0,0.0,2.0,10.0
805,07,19,3,2,1.0,5.0,1.0,10.0
805,07,19,6,2,4.0,5.0,2.0,1.0
805,07,19,8,2,8.0,0.0,2.0,
805,09,07,1,2,5.0,0.0,1.0,30.0
805,09,07,3,2,5.0,0.0,2.0,7.0
805,09,07,6,2,5.0,0.0,2.0,0.0
805,09,19,1,2,0.0,,1.0,9.0
805,09,19,3,2,0.0,,1.0,8.0
805,09,19,6,8,0.0,,,1.0
805,09,29,1,2,0.0,,1.0,9.0
805,09,29,2,2,0.0,,2.0,7.0
805,09,29,3,2,0.0,,2.0,7.0
805,09,34,1,2,3.0,5.0,1.0,4.0
805,09,34,3,2,0.0,,1.0,4.0
805,09,34,6,2,8.0,0.0,2.0,1.0
805,11,05,1,1,2.0,5.0,1.0,12.0
805,11,05,3,1,2.0,5.0,1.0,0.5
805,11,07,1,1,5.0,0.0,1.0,9.0
805,11,07,2,1,2.0,0.0,2.0,8.0
805,11,07,6,8,2.0,0.0,2.0,2.0
805,11,11,1,1,5.0,3.0,1.0,4.0
805,11,11,2,3,1.0,2.0,2.0,4.0
805,11,11,6,2,1.0,0.0,2.0,1.0
805,11,15,1,1,2.0,3.0,1.0,15.0
805,11,15,3,1,2.0,0.0,1.0,0.1
805,11,19,1,1,2.0,0.0,1.0,10.0
805,11,19,2,2,1.0,0.0,2.0,10.0
805,11,19,6,2,0.0,,2.0,0.1
805,11,23,1,2,1.0,0.0,1.0,15.0
805,11,23,2,2,1.0,0.0,1.0,7.0
805,13,17,1,2,3.0,5.0,2.0,12.0
805,13,17,3,2,3.0,5.0,2.0,4.0
805,13,17,6,2,8.0,0.0,2.0,0.0
805,13,25,1,1,2.0,0.0,1.0,15.0
805,13,25,3,1,2.0,0.0,1.0,10.0
805,15,11,1,2,1.0,0.0,1.0,53.0
805,15,11,3,2,1.0,0.0,1.0,1.5
805,15,11,6,2,4.0,3.0,2.0,0.1
805,15,11,8,2,4.0,3.0,2.0,
805,15,17,1,2,1.0,0.0,1.0,12.0
805,15,17,2,2,1.0,0.0,1.0,4.0
805,15,17,3,2,1.0,4.0,1.0,12.0
805,15,17,6,5,4.0,2.0,9.0,0.3
805,15,17,8,2,5.0,4.0,1.0,
805,15,27,1,2,1.0,0.0,1.0,13.0
805,15,27,3,2,1.0,0.0,1.0,13.0
805,15,27,6,2,5.0,3.0,1.0,0.1
805,15,27,8,2,1.0,3.0,2.0,
805,17,03,1,2,1.0,0.0,2.0,3.0
805,17,03,3,2,0.0,,1.0,3.0
805,17,03,6,8,0.0,,,0.0
805,17,03,8,7,0.0,,,
805,17,07,1,2,0.0,,2.0,6.0
805,17,07,3,2,0.0,,1.0,4.0
805,17,07,6,8,0.0,,,0.0
805,17,07,8,8,0.0,,,
805,17,09,1,2,0.0,,1.0,2.0
805,17,09,3,2,0.0,,1.0,0.0
805,17,09,6,8,7.0,0.0,,0.0
805,17,09,8,8,7.0,0.0,,
805,17,13,1,2,1.0,0.0,2.0,6.0
805,17,13,3,2,0.0,,1.0,2.0
805,17,13,6,8,7.0,0.0,,0.0
805,17,13,8,8,0.0,,,
805,17,15,1,2,6.0,0.0,2.0,9.0
805,17,15,3,2,8.0,0.0,1.0,7.0
805,17,15,6,7,8.0,0.0,,0.0
805,17,15,8,8,0.0,,,
805,17,21,1,2,0.0,,2.0,10.0
805,17,21,2,2,0.0,,2.0,10.0
805,17,21,3,2,0.0,,1.0,10.0
805,17,21,8,8,0.0,,,
805,17,23,1,2,0.0,,2.0,16.0
805,17,23,2,2,0.0,,1.0,3.0
805,17,23,6,8,0.0,,,0.0
805,17,23,8,7,0.0,,,
805,17,25,1,2,6.0,0.0,2.0,2.0
805,17,25,3,2,8.0,0.0,1.0,6.0
805,17,25,6,8,0.0,,,0.0
805,17,25,8,7,0.0,,,
805,17,29,1,2,1.0,0.0,2.0,-1.0
805,17,29,3,2,1.0,0.0,1.0,15.0
805,17,29,6,8,0.0,,,0.0
805,17,29,8,8,0.0,,,
805,19,03,1,2,1.0,3.0,2.0,11.0
805,19,03,3,1,2.0,0.0,1.0,1.0
805,19,03,6,2,8.0,0.0,2.0,0.2
805,19,03,8,7,6.0,3.0,,
805,19,07,1,2,3.0,0.0,1.0,17.0
805,19,07,3,2,0.0,,1.0,4.0
805,19,07,6,1,0.0,,2.0,1.0
805,19,07,8,2,3.0,0.0,1.0,
805,19,13,1,2,1.0,3.0,2.0,7.0
805,19,13,3,2,0.0,,1.0,2.0
805,19,13,6,2,8.0,0.0,2.0,0.3
805,19,13,8,7,6.0,3.0,,
805,19,19,1,2,3.0,0.0,1.0,4.0
805,19,19,2,0,,,1.0,5.0
805,19,19,3,2,0.0,,9.0,-1.0
805,19,19,6,2,0.0,,2.0,1.0
805,19,19,8,3,4.0,0.0,,
805,21,03,1,2,1.0,5.0,1.0,0.0
805,21,03,2,2,0.0,,2.0,0.0
805,21,03,3,2,0.0,,1.0,0.0
805,21,03,4,2,0.0,,2.0,0.0
805,21,03,6,2,8.0,0.0,2.0,0.0
805,21,03,8,2,8.0,0.0,2.0,
805,21,09,1,2,1.0,0.0,1.0,20.0
805,21,09,3,2,1.0,0.0,1.0,10.0
805,21,09,4,2,0.0,,2.0,20.0
805,21,09,8,2,8.0,0.0,9.0,
805,21,13,1,2,1.0,0.0,1.0,6.0
805,21,13,3,2,1.0,0.0,1.0,5.0
805,21,21,1,2,0.0,,1.0,0.0
805,21,21,2,2,0.0,,1.0,0.0
805,21,21,3,2,0.0,,1.0,0.0
805,21,21,4,2,0.0,,1.0,0.0
805,21,21,6,8,0.0,,,0.0
805,21,21,8,8,0.0,,,
807,01,23,1,2,0.0,,2.0,4.0
807,01,23,3,2,0.0,,2.0,1.0
807,01,23,4,8,0.0,,,1.0
807,03,13,1,8,4.0,3.0,,2.0
